,ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,yhat6,yhat7,yhat8,yhat9,yhat10,yhat11,yhat12,yhat13,yhat14,yhat15,yhat16,yhat17,yhat18,yhat19,yhat20,ar1,ar2,ar3,ar4,ar5,ar6,ar7,ar8,ar9,ar10,ar11,ar12,ar13,ar14,ar15,ar16,ar17,ar18,ar19,ar20,trend,season_yearly,season_weekly,season_daily
16,2023-01-17,3.50832635637982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023-01-18,3.4089074646998707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023-01-19,3.2899777921788584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2023-01-20,3.0952463917023367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2023-01-21,3.0139083112275227,-0.20715108513832092,,,,,,,,,,,,,,,,,,,,11.764226913452148,,,,,,,,,,,,,,,,,,,,-31.722152709960938,-4.44086217880249,-0.4368848204612732,24.628520965576172
21,2023-01-22,2.9937589085673717,-0.8476994037628174,1.4066320657730103,,,,,,,,,,,,,,,,,,,11.181427001953125,13.435760498046875,,,,,,,,,,,,,,,,,,,-31.472795486450195,-4.314723014831543,-0.870131254196167,24.628520965576172
22,2023-01-23,2.8724798930413464,2.4411089420318604,1.3785245418548584,4.226476192474365,,,,,,,,,,,,,,,,,,13.952532768249512,12.889945983886719,15.737897872924805,,,,,,,,,,,,,,,,,,-31.161121368408203,-4.183404922485352,-0.7954177856445312,24.628520965576172
23,2023-01-24,2.764899100479225,2.7439262866973877,5.105264186859131,4.206592559814453,4.507040500640869,,,,,,,,,,,,,,,,,12.13231086730957,14.49364948272705,13.594977378845215,13.895424842834473,,,,,,,,,,,,,,,,,-30.849451065063477,-4.046877861022949,0.8794218301773071,24.628520965576172
24,2023-01-25,2.676021961757744,3.505545139312744,3.0130388736724854,4.789546966552734,4.449387073516846,1.7403223514556885,,,,,,,,,,,,,,,,12.63088607788086,12.138379096984863,13.914889335632324,13.574728012084961,10.865663528442383,,,,,,,,,,,,,,,,-30.537778854370117,-3.9051592350006104,0.6890738606452942,24.628520965576172
25,2023-01-26,2.5993772321676345,1.9649460315704346,2.848365068435669,3.1096675395965576,7.009777545928955,2.8605079650878906,2.570128917694092,,,,,,,,,,,,,,,10.832759857177734,11.716181755065918,11.977483749389648,15.877591133117676,11.728324890136719,11.437944412231445,,,,,,,,,,,,,,,-30.17621612548828,-3.7583231925964355,0.4382024109363556,24.628520965576172
26,2023-01-27,2.548434712738923,5.04683256149292,4.637811660766602,2.7783257961273193,5.862630844116211,4.678819179534912,1.807968020439148,3.3809099197387695,,,,,,,,,,,,,,13.705117225646973,13.296096801757812,11.436609268188477,14.520915031433105,13.337103843688965,10.466252326965332,12.03919506072998,,,,,,,,,,,,,,-29.776033401489258,-3.606508255004883,0.09573585540056229,24.628520965576172
27,2023-01-28,2.464248280938709,3.7134642601013184,4.311708927154541,2.3749191761016846,4.5633320808410645,3.586000680923462,2.085179328918457,4.911242961883545,6.925920486450195,,,,,,,,,,,,,12.347606658935547,12.94585132598877,11.009058952331543,13.197473526000977,12.220141410827637,10.719319343566895,13.545382499694824,15.56006145477295,,,,,,,,,,,,,-29.375852584838867,-3.4499266147613525,-0.4368848204612732,24.628520965576172
28,2023-01-29,2.420379334124945,3.1332478523254395,4.277472972869873,2.925870895385742,5.606227397918701,4.182640552520752,3.0416572093963623,6.4876556396484375,6.821498870849609,7.649679660797119,,,,,,,,,,,,11.61459732055664,12.758820533752441,11.407217979431152,14.087574005126953,12.66398811340332,11.523003578186035,14.969005584716797,15.302845001220703,16.131025314331055,,,,,,,,,,,,-28.95085906982422,-3.288879871368408,-0.870131254196167,24.628520965576172
29,2023-01-30,2.3871746955346427,5.450666904449463,3.8658907413482666,6.515798091888428,3.747971534729004,6.880542278289795,4.8792266845703125,8.255025863647461,7.9759416580200195,9.465054512023926,10.21751594543457,,,,,,,,,,,12.950874328613281,11.366096496582031,14.01600456237793,11.248180389404297,14.380748748779297,12.379434585571289,15.755233764648438,15.476147651672363,16.96526336669922,17.717723846435547,,,,,,,,,,,-28.209550857543945,-3.123760461807251,-0.7954177856445312,24.628520965576172
30,2023-01-31,15.009863017678468,5.83362340927124,7.789470195770264,9.832894325256348,7.328896522521973,11.776872634887695,13.506368637084961,12.832352638244629,8.756301879882812,12.588286399841309,11.539571762084961,14.185652732849121,,,,,,,,,,10.748983383178711,12.704828262329102,14.74825382232666,12.244256019592285,16.692230224609375,18.421728134155273,17.747713088989258,13.671661376953125,17.503644943237305,16.454931259155273,19.101015090942383,,,,,,,,,,-27.468242645263672,-2.9550607204437256,0.8794218301773071,24.628520965576172
31,2023-02-01,14.925443010882958,9.82042121887207,6.102572917938232,9.643949508666992,8.549338340759277,12.593414306640625,13.693434715270996,13.986169815063477,11.66101360321045,12.153846740722656,11.880763053894043,13.684005737304688,13.232479095458984,,,,,,,,,14.013138771057129,10.295289993286133,13.83666706085205,12.742056846618652,16.7861328125,17.886154174804688,18.17888832092285,15.853731155395508,16.3465633392334,16.073482513427734,17.876720428466797,17.42519760131836,,,,,,,,,-26.7269344329834,-2.7833778858184814,0.6890738606452942,24.628520965576172
32,2023-02-02,14.66644339735904,7.7994065284729,8.27830696105957,8.602095603942871,10.307893753051758,12.432374954223633,15.08720874786377,11.270857810974121,13.92416000366211,13.415445327758789,10.842293739318848,13.347146987915039,13.28411865234375,13.191999435424805,,,,,,,,11.397026062011719,11.87592887878418,12.199716567993164,13.90551471710205,16.02999496459961,18.684829711914062,14.868478775024414,17.52178192138672,17.0130672454834,14.439915657043457,16.944765090942383,16.881738662719727,16.78961944580078,,,,,,,,-26.0549259185791,-2.609419107437134,0.4382024109363556,24.628520965576172
33,2023-02-03,14.293824862100353,3.8163552284240723,8.196207046508789,14.01893424987793,8.56132984161377,13.113046646118164,14.667022705078125,10.808354377746582,13.232800483703613,12.410491943359375,14.043331146240234,12.687813758850098,14.692479133605957,10.875760078430176,12.395346641540527,,,,,,,6.958836078643799,11.338685035705566,17.161415100097656,11.703807830810547,16.25552749633789,17.80950164794922,13.950833320617676,16.375280380249023,15.552972793579102,17.18581199645996,15.830294609069824,17.834957122802734,14.01823902130127,15.537825584411621,,,,,,,-25.43273162841797,-2.4340059757232666,0.09573585540056229,24.628520965576172
34,2023-02-04,13.94212951466543,4.639840602874756,2.058204412460327,15.401206016540527,13.000048637390137,11.526969909667969,13.966654777526855,11.104701042175293,12.567033767700195,9.886792182922363,14.014679908752441,14.455162048339844,13.563386917114258,13.238187789916992,12.044498443603516,10.62722110748291,,,,,,7.516815185546875,4.935177326202393,18.278179168701172,15.877023696899414,14.403942108154297,16.843626022338867,13.981674194335938,15.444007873535156,12.763766288757324,16.891653060913086,17.33213233947754,16.44036102294922,16.115161895751953,14.921472549438477,13.504194259643555,,,,,,-24.810535430908203,-2.258073329925537,-0.4368848204612732,24.628520965576172
35,2023-02-05,13.60588939800423,9.130631446838379,7.600743293762207,13.827388763427734,10.874192237854004,11.162513732910156,11.896977424621582,12.905146598815918,10.932241439819336,11.55002212524414,14.448487281799316,14.955586433410645,11.877775192260742,13.510514259338379,12.465682983398438,11.369762420654297,10.382856369018555,,,,,11.672683715820312,10.142794609069824,16.36944007873535,13.416242599487305,13.704564094543457,14.439026832580566,15.447197914123535,13.474291801452637,14.092072486877441,16.990537643432617,17.497634887695312,14.41982650756836,16.052566528320312,15.007734298706055,13.911813735961914,12.924906730651855,,,,,-24.217777252197266,-2.082664728164673,-0.870131254196167,24.628520965576172
36,2023-02-06,13.369515652010795,7.339037895202637,11.043931007385254,7.044920444488525,9.365188598632812,11.245895385742188,9.963971138000488,13.154027938842773,14.056476593017578,12.481390953063965,12.5264253616333,13.966296195983887,10.210375785827637,13.767438888549805,13.292988777160645,12.841239929199219,9.432347297668457,11.684496879577637,,,,9.334267616271973,13.039158821105957,9.040148735046387,11.360416412353516,13.24112319946289,11.959198951721191,15.149258613586426,16.05170440673828,14.476617813110352,14.521653175354004,15.961524963378906,12.205602645874023,15.762666702270508,15.28821849822998,14.836469650268555,11.427574157714844,13.67972469329834,,,,-23.919389724731445,-1.908942461013794,-0.7954177856445312,24.628520965576172
37,2023-02-07,13.121077500849704,14.708653450012207,12.617047309875488,12.062714576721191,7.27366828918457,9.77509880065918,4.3067545890808105,14.14004135131836,15.856158256530762,15.926346778869629,14.167141914367676,14.273574829101562,13.51037883758545,15.036858558654785,16.505430221557617,15.040141105651855,10.895597457885742,12.65845775604248,12.280458450317383,,,14.559881210327148,12.468276023864746,11.913942337036133,7.124896049499512,9.626327514648438,4.157983303070068,13.9912691116333,15.707386016845703,15.777575492858887,14.0183687210083,14.12480354309082,13.36160659790039,14.88808822631836,16.356660842895508,14.891369819641113,10.746824264526367,12.509684562683105,12.13168716430664,,,-23.621002197265625,-1.7381690740585327,0.8794218301773071,24.628520965576172
38,2023-02-08,13.059301850435745,14.453498840332031,16.51373863220215,8.056784629821777,9.427401542663574,7.484813213348389,2.587179183959961,14.103104591369629,12.937112808227539,14.480487823486328,14.708162307739258,13.878164291381836,13.6533842086792,13.96686840057373,13.478930473327637,14.73320484161377,12.84347152709961,13.252680778503418,13.913658142089844,14.973963737487793,,14.030231475830078,16.090469360351562,7.633517742156982,9.004132270812988,7.061544895172119,2.163911819458008,13.679838180541992,12.51384449005127,14.057219505310059,14.284893035888672,13.454896926879883,13.23011589050293,13.543601989746094,13.055660247802734,14.309938430786133,12.420206069946289,12.829413414001465,13.49039077758789,14.55069637298584,,-23.322612762451172,-1.571715235710144,0.6890738606452942,24.628520965576172
39,2023-02-09,12.941250189902274,18.412466049194336,15.028121948242188,11.001531600952148,6.627246379852295,5.69112491607666,5.150203227996826,14.452255249023438,7.691324710845947,12.11492919921875,13.39718246459961,13.750603675842285,15.200029373168945,14.863757133483887,13.975922584533691,13.334678649902344,14.056971549987793,13.121687889099121,12.145895957946777,14.42042350769043,14.257514953613281,17.781005859375,14.396661758422852,10.370071411132812,5.995785236358643,5.059664726257324,4.51874303817749,13.820796966552734,7.059865474700928,11.483469009399414,12.765721321105957,13.119144439697266,14.568568229675293,14.23229694366455,13.344461441040039,12.703219413757324,13.425511360168457,12.490226745605469,11.514437675476074,13.788963317871094,13.626056671142578,-23.02422523498535,-1.4110387563705444,0.4382024109363556,24.628520965576172
40,2023-02-10,12.860019928987686,14.606931686401367,13.4563627243042,7.584789276123047,12.458932876586914,7.297311305999756,4.13223123550415,19.34762191772461,14.179319381713867,15.907252311706543,12.114798545837402,13.73133659362793,18.305885314941406,12.784826278686523,13.86999797821045,13.779887199401855,13.751529693603516,13.460375785827637,13.414656639099121,14.900777816772461,14.547162055969238,13.866203308105469,12.715636253356934,6.844061851501465,11.718202590942383,6.556582450866699,3.391502618789673,18.606891632080078,13.438591003417969,15.166522026062012,11.374069213867188,12.990609169006348,17.565160751342773,12.044097900390625,13.129268646240234,13.039158821105957,13.0108003616333,12.719647407531738,12.673928260803223,14.160050392150879,13.806436538696289,-22.7258358001709,-1.2576940059661865,0.09573585540056229,24.628520965576172
41,2023-02-11,12.677764654457446,22.254779815673828,18.530405044555664,7.857817649841309,13.416626930236816,12.042167663574219,3.891451597213745,11.022042274475098,12.509919166564941,19.395490646362305,7.586575031280518,13.435096740722656,14.934059143066406,13.783327102661133,12.293272018432617,13.081348419189453,13.936601638793945,12.637520790100098,12.540461540222168,13.527580261230469,14.135479927062988,21.6038875579834,17.8795166015625,7.206927299499512,12.765735626220703,11.391275405883789,3.240562677383423,10.3711519241333,11.859030723571777,18.74460220336914,6.935685157775879,12.78420639038086,14.28316879272461,13.13243579864502,11.642383575439453,12.430458068847656,13.285710334777832,11.986631393432617,11.889572143554688,12.876688957214355,13.484589576721191,-22.427448272705078,-1.113298773765564,-0.4368848204612732,24.628520965576172
42,2023-02-12,12.589248059712345,17.785959243774414,14.441896438598633,5.778268337249756,11.208194732666016,12.846266746520996,7.712401866912842,9.550168991088867,19.325801849365234,20.346851348876953,7.270165920257568,17.622114181518555,19.556808471679688,11.733405113220215,12.455253601074219,12.812423706054688,13.612208366394043,10.6414794921875,10.83233642578125,14.0081205368042,12.64987564086914,17.13617706298828,13.792112350463867,5.128485202789307,10.5584135055542,12.196481704711914,7.062619686126709,8.900386810302734,18.67601776123047,19.697067260742188,6.620383262634277,16.972332000732422,18.907026290893555,11.083620071411133,11.80547046661377,12.162640571594238,12.962425231933594,9.99169635772705,10.1825532913208,13.358338356018066,12.000090599060059,-22.129060745239258,-0.9795462489128113,-0.870131254196167,24.628520965576172
43,2023-02-13,12.490944302926634,15.550023078918457,14.626401901245117,11.079414367675781,14.023526191711426,15.849650382995605,14.217884063720703,10.537672996520996,19.172677993774414,14.500717163085938,15.770956993103027,14.415092468261719,20.90872573852539,12.632712364196777,14.153480529785156,13.50575065612793,14.895831108093262,12.7174072265625,11.633260726928711,12.297942161560059,13.146628379821777,14.405759811401367,13.482136726379395,9.935152053833008,12.879262924194336,14.705388069152832,13.07362174987793,9.39340877532959,18.028413772583008,13.356452941894531,14.626693725585938,13.270830154418945,19.76446533203125,11.488449096679688,13.0092191696167,12.36148738861084,13.751569747924805,11.57314395904541,10.488997459411621,11.153680801391602,12.00236701965332,-21.830673217773438,-0.8581677079200745,-0.7954177856445312,24.628520965576172
44,2023-02-14,12.278587771799875,18.318035125732422,14.685829162597656,16.413475036621094,14.348480224609375,24.76245880126953,16.632965087890625,15.25136947631836,18.6862735748291,15.633068084716797,18.241973876953125,20.881412506103516,24.788116455078125,21.778221130371094,16.95948028564453,14.843939781188965,16.337203979492188,14.12348461151123,13.893813133239746,12.650951385498047,13.376739501953125,15.093311309814453,11.46110725402832,13.188754081726074,11.123759269714355,21.537736892700195,13.408244132995605,12.026646614074707,15.461553573608398,12.408347129821777,15.017253875732422,17.65669059753418,21.56339454650879,18.55350112915039,13.734759330749512,11.619215965270996,13.112481117248535,10.898761749267578,10.66909122467041,9.426229476928711,10.152018547058105,-21.532283782958984,-0.7509371042251587,0.8794218301773071,24.628520965576172
45,2023-02-15,12.07321004434952,16.70554542541504,18.154258728027344,23.502511978149414,12.578492164611816,30.926990509033203,33.97323989868164,21.50189781188965,15.779597282409668,17.233806610107422,17.145294189453125,20.95426368713379,21.314512252807617,22.724334716796875,13.5826416015625,16.705677032470703,14.03026294708252,13.540969848632812,12.815362930297852,11.581559181213379,14.515403747558594,13.281490325927734,14.730204582214355,20.078458786010742,9.154437065124512,27.50293731689453,30.54918670654297,18.077842712402344,12.355545043945312,13.809754371643066,13.721240997314453,17.53021240234375,17.890459060668945,19.300281524658203,10.158586502075195,13.281623840332031,10.606206893920898,10.116917610168457,9.391307830810547,8.157504081726074,11.091347694396973,-21.233896255493164,-0.6596459746360779,0.6890738606452942,24.628520965576172
46,2023-02-16,11.829860169105435,17.446287155151367,16.821449279785156,23.257308959960938,12.890408515930176,33.80299377441406,34.630165100097656,25.576618194580078,21.265562057495117,17.482643127441406,17.843297958374023,19.32158851623535,24.616926193237305,15.950434684753418,21.160491943359375,10.375880241394043,14.605284690856934,14.7842378616333,12.697193145751953,10.571954727172852,12.182461738586426,13.901158332824707,13.276321411132812,19.712182998657227,9.345279693603516,30.25786590576172,31.08503532409668,22.0314884185791,17.72043228149414,13.937514305114746,14.298169136047363,15.776459693908691,21.071800231933594,12.40530776977539,17.6153621673584,6.830752372741699,11.060157775878906,11.239109992980957,9.15206527709961,7.026823997497559,8.637331008911133,-20.935508728027344,-0.5860888361930847,0.4382024109363556,24.628520965576172
47,2023-02-17,18.727203078804628,18.777292251586914,17.293067932128906,20.45488166809082,14.144867897033691,30.371549606323242,38.49451446533203,22.244585037231445,21.52503776550293,15.235000610351562,16.25238037109375,17.52667236328125,17.92525291442871,22.725271224975586,27.34510040283203,8.778724670410156,14.393627166748047,12.546163558959961,12.680499076843262,11.427617073059082,12.642603874206543,15.222198486328125,13.737972259521484,16.89978790283203,10.589771270751953,26.816452026367188,34.93941879272461,18.689489364624023,17.96994400024414,11.679903984069824,12.697281837463379,13.971578598022461,14.370157241821289,19.170175552368164,23.790006637573242,5.223628997802734,10.838531494140625,8.991066932678223,9.12540054321289,7.8725199699401855,9.087507247924805,-20.637121200561523,-0.5320418477058411,0.09573585540056229,24.628520965576172
48,2023-02-18,18.41481166471133,11.916062355041504,14.09291934967041,17.112571716308594,11.668417930603027,28.95868492126465,36.43712615966797,24.242656707763672,24.332670211791992,15.881340026855469,21.219135284423828,13.555648803710938,17.165115356445312,17.424423217773438,22.306303024291992,11.733113288879395,13.804683685302734,14.441927909851074,11.917476654052734,10.464374542236328,14.502989768981934,8.56240463256836,10.73926067352295,13.758915901184082,8.314762115478516,25.60502815246582,33.083473205566406,20.889001846313477,20.979015350341797,12.527682304382324,17.865478515625,10.201990127563477,13.8114595413208,14.070765495300293,18.952648162841797,8.37945556640625,10.451026916503906,11.088272094726562,8.563817977905273,7.110715866088867,11.149331092834473,-20.338733673095703,-0.49924659729003906,-0.4368848204612732,24.628520965576172
49,2023-02-19,,11.092399597167969,13.78036117553711,22.142702102661133,15.164667129516602,26.066118240356445,33.400142669677734,21.79669761657715,21.247615814208984,12.605610847473145,20.949867248535156,12.92475414276123,17.807769775390625,19.752328872680664,19.788816452026367,12.241676330566406,8.682047843933105,15.238768577575684,12.730454444885254,11.609140396118164,11.96642780303955,7.863749027252197,10.551711082458496,18.91404914855957,11.936014175415039,22.837467193603516,30.171493530273438,18.56804656982422,18.018964767456055,9.376958847045898,17.72121810913086,9.696104049682617,14.579120635986328,16.5236759185791,16.56016731262207,9.013023376464844,5.453395843505859,12.010114669799805,9.501801490783691,8.380488395690918,8.737774848937988,-20.04034423828125,-0.48939594626426697,-0.870131254196167,24.628520965576172
50,2023-02-20,,,14.061380386352539,21.00370216369629,21.52536964416504,21.407609939575195,25.723234176635742,20.870058059692383,20.20001220703125,12.723600387573242,20.691608428955078,16.585386276245117,14.974902153015137,21.569229125976562,17.543298721313477,14.559574127197266,14.874722480773926,12.793021202087402,15.700783729553223,12.577441215515137,19.17483901977539,,10.474333763122559,17.416656494140625,17.938323974609375,17.820566177368164,22.136188507080078,17.283010482788086,16.612966537475586,9.136551856994629,17.10456085205078,12.998339653015137,11.38785457611084,17.982181549072266,13.956253051757812,10.972526550292969,11.287676811218262,9.205974578857422,12.113737106323242,8.990394592285156,15.58779239654541,-19.74195671081543,-0.5041024088859558,-0.7954177856445312,24.628520965576172
51,2023-02-21,,,,19.335235595703125,25.03209114074707,15.653916358947754,26.27594566345215,20.250871658325195,28.2923641204834,18.362972259521484,17.892383575439453,17.779386520385742,12.514935493469238,22.059139251708984,17.54878807067871,19.46444320678711,13.84531307220459,11.630061149597168,12.876323699951172,21.32996940612793,21.74309730529785,,,13.815751075744629,19.512605667114258,10.134432792663574,20.7564640045166,14.731390953063965,22.77288246154785,12.843490600585938,12.372900009155273,12.259904861450195,6.995452404022217,16.539653778076172,12.029305458068848,13.944961547851562,8.325830459594727,6.110579013824463,7.35684061050415,15.810487747192383,16.223615646362305,-19.443567276000977,-0.5448934435844421,0.8794218301773071,24.628520965576172
52,2023-02-22,,,,,20.909536361694336,14.346084594726562,12.628814697265625,16.417903900146484,31.013574600219727,22.477529525756836,18.221364974975586,14.187324523925781,11.732231140136719,23.01201057434082,22.405014038085938,22.613571166992188,13.20965576171875,12.456181526184082,13.84688663482666,21.599082946777344,24.64716339111328,,,,15.350296020507812,8.786845207214355,7.069575786590576,10.858663558959961,25.454336166381836,16.918291091918945,12.662126541137695,8.62808609008789,6.17299222946167,17.452768325805664,16.845775604248047,17.054332733154297,7.650415897369385,6.896939754486084,8.28764820098877,16.03984260559082,19.087923049926758,-19.145179748535156,-0.613176167011261,0.6890738606452942,24.628520965576172
53,2023-02-23,,,,,,13.862295150756836,8.803457260131836,18.09781837463379,24.405685424804688,20.100189208984375,20.46333122253418,16.986557006835938,14.52968978881836,21.774581909179688,12.511221885681152,28.668472290039062,19.32707405090332,14.796829223632812,20.312944412231445,22.47523307800293,24.17603874206543,,,,,8.352593421936035,3.2937564849853516,12.588116645812988,18.895984649658203,14.59049129486084,14.953631401062012,11.476856231689453,9.019989013671875,16.264883041381836,7.001521587371826,23.15877342224121,13.817373275756836,9.287127494812012,14.803244590759277,16.965534210205078,18.666337966918945,-18.846792221069336,-0.7102316617965698,0.4382024109363556,24.628520965576172
54,2023-02-24,,,,,,,4.404663562774658,19.21811294555664,22.33806800842285,21.492578506469727,17.986705780029297,16.894269943237305,20.53996467590332,20.3292236328125,11.136006355285645,25.32343292236328,21.793231964111328,13.305153846740723,16.214107513427734,21.591041564941406,28.741470336914062,,,,,,-0.9340021014213562,13.879448890686035,16.99940299987793,16.153913497924805,12.648042678833008,11.555604934692383,15.201298713684082,14.990558624267578,5.797341346740723,19.984769821166992,16.454566955566406,7.96648645401001,10.875441551208496,16.252376556396484,23.402803421020508,-18.548402786254883,-0.8371904492378235,0.09573585540056229,24.628520965576172
55,2023-02-25,,,,,,,,19.73153305053711,17.239656448364258,20.679841995239258,16.903465270996094,14.556439399719238,27.981931686401367,20.195159912109375,16.621347427368164,19.993927001953125,19.304555892944336,15.12208366394043,18.46864128112793,21.344316482543945,26.91250991821289,,,,,,,14.784920692443848,12.293044090270996,15.733230590820312,11.956852912902832,9.609827041625977,23.03531837463379,15.24854850769043,11.674734115600586,15.04731559753418,14.35794448852539,10.175468444824219,13.522028923034668,16.397701263427734,21.96589469909668,-18.25001335144043,-0.9950114488601685,-0.4368848204612732,24.628520965576172
56,2023-02-26,,,,,,,,,11.91247844696045,15.617426872253418,14.645662307739258,13.999370574951172,24.40328025817871,19.068906784057617,19.083110809326172,17.67789649963379,24.541107177734375,17.761505126953125,18.045196533203125,18.04460334777832,22.916696548461914,,,,,,,,7.290182590484619,10.995131492614746,10.023367881774902,9.377073287963867,19.780986785888672,14.446613311767578,14.4608154296875,13.055601119995117,19.918813705444336,13.139213562011719,13.42290210723877,13.422309875488281,18.294404983520508,-17.951627731323242,-1.1844686269760132,-0.870131254196167,24.628520965576172
57,2023-02-27,,,,,,,,,,24.523029327392578,11.037837028503418,18.278743743896484,27.26156234741211,14.212346076965332,16.778736114501953,13.385722160339355,22.673206329345703,15.125752449035645,16.865100860595703,19.979230880737305,19.280412673950195,,,,,,,,,19.74930191040039,6.2641096115112305,13.50501537322998,22.487836837768555,9.438618659973145,12.005010604858398,8.611994743347168,17.89948081970215,10.352025032043457,12.091376304626465,15.205500602722168,14.506684303283691,-17.65323829650879,-1.4061377048492432,-0.7954177856445312,24.628520965576172
58,2023-02-28,,,,,,,,,,,15.602851867675781,17.731714248657227,24.713924407958984,13.404422760009766,20.598325729370117,14.660775184631348,27.514646530151367,19.36581802368164,18.80304718017578,16.796314239501953,20.94150733947754,,,,,,,,,,9.110132217407227,11.238993644714355,18.22120475769043,6.911704063415527,14.105607032775879,8.168054580688477,21.021930694580078,12.873100280761719,12.31032657623291,10.303597450256348,14.448789596557617,-17.354848861694336,-1.6603753566741943,0.8794218301773071,24.628520965576172
59,2023-03-01,,,,,,,,,,,,24.59982681274414,31.270153045654297,14.613067626953125,20.813684463500977,15.849542617797852,26.977916717529297,14.726651191711426,15.511078834533691,10.897407531738281,18.952302932739258,,,,,,,,,,,18.285999298095703,24.95632553100586,8.299240112304688,14.499859809875488,9.53571605682373,20.66408920288086,8.412824630737305,9.197251319885254,4.583580017089844,12.638476371765137,-17.05646324157715,-1.9473066329956055,0.6890738606452942,24.628520965576172
60,2023-03-02,,,,,,,,,,,,,25.992061614990234,17.297733306884766,19.266855239868164,16.362442016601562,17.383756637573242,12.034317016601562,11.823086738586426,8.259137153625488,23.21474266052246,,,,,,,,,,,,19.950231552124023,11.255902290344238,13.22502613067627,10.320611000061035,11.341926574707031,5.992485046386719,5.781256198883057,2.217306137084961,17.17291259765625,-16.758073806762695,-2.2668209075927734,0.4382024109363556,24.628520965576172
61,2023-03-03,,,,,,,,,,,,,,21.98570442199707,18.49432373046875,13.524515151977539,14.464733123779297,14.66794490814209,13.259520530700684,5.504562854766846,21.910884857177734,,,,,,,,,,,,,16.33968734741211,12.848306655883789,7.878495693206787,8.818711280822754,9.021923065185547,7.613498210906982,-0.1414574682712555,16.264863967895508,-16.459684371948242,-2.618553638458252,0.09573585540056229,24.628520965576172
62,2023-03-04,,,,,,,,,,,,,,,18.811901092529297,16.888580322265625,19.325580596923828,12.821186065673828,11.76980209350586,7.030238151550293,15.72008228302002,,,,,,,,,,,,,,13.78344440460205,11.860126495361328,14.297122955322266,7.792728900909424,6.741345405578613,2.0017812252044678,10.691625595092773,-16.161296844482422,-3.001882791519165,-0.4368848204612732,24.628520965576172
63,2023-03-05,,,,,,,,,,,,,,,,13.307650566101074,15.540833473205566,11.26856517791748,12.541622161865234,7.220083236694336,22.976499557495117,,,,,,,,,,,,,,,8.828092575073242,11.061273574829102,6.789007663726807,8.062064170837402,2.740525007247925,18.49694061279297,-15.862908363342285,-3.4159233570098877,-0.870131254196167,24.628520965576172
