ds,y,yhat1,yhat4,yhat10
2023-01-01,0.6463391178465955,,,
2023-01-02,0.5744037913915627,,,
2023-01-03,0.4286811994854322,,,
2023-01-04,0.40909121676734267,,,
2023-01-05,0.34715782049385896,,,
2023-01-06,1.0398234422288373,,,
2023-01-07,1.7355378376707387,,,
2023-01-08,1.8683509438433805,,,
2023-01-09,2.3954560773691655,,,
2023-01-10,2.6231696613168385,,,
2023-01-11,2.610252422954326,1.8330963850021362,,
2023-01-12,2.6123417645937566,1.8941395282745361,,
2023-01-13,2.689476231783021,1.9568803310394287,,
2023-01-14,2.5350323351954445,3.3545515537261963,0.7208733558654785,
2023-01-15,2.615937459693629,3.1951651573181152,-0.892432689666748,
2023-01-16,2.5446649992282375,1.9968845844268799,-0.6361415386199951,
2023-01-17,2.596829302013989,2.371947765350342,-1.4939100742340088,
2023-01-18,2.493979592219801,3.0223679542541504,-0.28812816739082336,
2023-01-19,2.498794737885526,2.1900832653045654,0.5803353786468506,
2023-01-20,2.7436828799352533,1.7592344284057617,-0.5855367183685303,-6.303750514984131
2023-01-21,2.7040985398538115,2.4150876998901367,1.4961776733398438,-3.7392232418060303
2023-01-22,2.4893962224643666,2.1548306941986084,-0.32266566157341003,-5.5773162841796875
2023-01-23,2.583268899667479,1.2925481796264648,0.04737100005149841,-5.604138374328613
2023-01-24,2.1884049306360076,1.919539213180542,-1.214303731918335,-5.181447982788086
2023-01-25,2.4411509561477005,2.638836622238159,-0.03442832827568054,-5.229841232299805
2023-01-26,2.32795776014115,1.9523104429244995,1.064172387123108,-3.783299207687378
2023-01-27,2.108480235718472,1.5329450368881226,-0.46855154633522034,-5.252782344818115
2023-01-28,2.333778252500785,2.555699348449707,1.3525904417037964,-2.3823254108428955
2023-01-29,2.251044828352169,1.7614407539367676,-0.5264551639556885,-4.465181827545166
2023-01-30,2.284539481245443,0.8727879524230957,-0.26647618412971497,-4.258078098297119
2023-01-31,1.9835956053010613,1.3523015975952148,-1.020815134048462,-3.8903067111968994
2023-02-01,2.1512990673301084,2.1952199935913086,-0.216170996427536,-4.408934593200684
2023-02-02,1.9819164321453746,1.697662591934204,0.6226462125778198,-3.027029037475586
2023-02-03,1.9709871566704524,1.333106517791748,-0.5798027515411377,-4.507073402404785
2023-02-04,2.2048448233676026,2.0415608882904053,1.2595893144607544,-2.216550827026367
2023-02-05,1.8669972866174507,1.5301218032836914,-0.3625088036060333,-4.068086624145508
2023-02-06,2.1068853665397635,0.9714080095291138,-0.3881166875362396,-4.328028202056885
2023-02-07,1.9108939727888075,1.1849424839019775,-1.4705655574798584,-3.810903310775757
2023-02-08,1.9657318890150204,1.958990454673767,-0.34760162234306335,-4.051180362701416
2023-02-09,2.7131453526979934,1.5271737575531006,0.6864665150642395,-3.0478744506835938
2023-02-10,3.1289990832147807,0.9751046895980835,-0.6972200870513916,-4.354562282562256
2023-02-11,3.6058962041711013,2.1796720027923584,1.0289924144744873,-2.2358009815216064
2023-02-12,3.668024758710998,2.161311388015747,-0.4608902037143707,-3.984971761703491
2023-02-13,3.8489821831562923,1.8185653686523438,-0.38507339358329773,-4.0624799728393555
2023-02-14,3.836010940812025,2.8371918201446533,-0.9623279571533203,-3.887310743331909
2023-02-15,3.8856324473211292,3.8975541591644287,0.9285186529159546,-4.220813274383545
2023-02-16,3.9976504016353753,3.7808353900909424,2.0674235820770264,-3.0706424713134766
2023-02-17,4.470654800210705,3.7845072746276855,0.9274920225143433,-4.258978843688965
2023-02-18,4.456210907694969,4.8285231590271,2.4931581020355225,-2.2266433238983154
2023-02-19,3.970091203673113,4.33418083190918,0.8972837924957275,-4.010626792907715
2023-02-20,4.087321639495106,3.5743393898010254,1.5277376174926758,-3.819439172744751
2023-02-21,4.184000055012136,3.808424949645996,0.6332879662513733,-3.642871379852295
2023-02-22,4.17582510583424,4.446315765380859,2.1311113834381104,-3.3451130390167236
2023-02-23,4.028449058654102,3.8747971057891846,3.29962158203125,-2.0331404209136963
2023-02-24,4.22288857740836,3.6135482788085938,1.5956352949142456,-3.1052329540252686
2023-02-25,3.988306123951463,4.522188186645508,3.113239049911499,-0.7067469358444214
2023-02-26,4.551125333678249,3.92791748046875,1.580026388168335,-2.8880972862243652
2023-02-27,4.416114211290831,2.5811102390289307,2.2331554889678955,-2.5252838134765625
2023-02-28,4.212646964242639,3.3775038719177246,1.2901203632354736,-1.8601528406143188
2023-03-01,4.048804187441357,4.624512672424316,2.0337741374969482,-2.032134532928467
2023-03-02,3.9671077260361676,3.8160133361816406,2.6928820610046387,-0.5835034847259521
2023-03-03,3.813778916338276,3.4993977546691895,1.5396339893341064,-1.9273427724838257
2023-03-04,4.247027672147506,3.99314022064209,3.9720895290374756,0.30361512303352356
2023-03-05,4.309585021242102,3.604841709136963,1.7973706722259521,-1.8190659284591675
2023-03-06,4.095070778365217,2.737816333770752,1.8141956329345703,-1.8165727853775024
2023-03-07,4.256932422554298,3.5965583324432373,0.45243480801582336,-1.1492387056350708
2023-03-08,3.581940761139836,3.8510453701019287,1.5616166591644287,-1.5889910459518433
2023-03-09,3.592452566669016,3.709242582321167,2.9395666122436523,-0.28213223814964294
2023-03-10,3.999357204669145,3.1294007301330566,1.8527915477752686,-2.306976556777954
2023-03-11,3.7805266613654407,3.719407558441162,3.579728603363037,0.5869566202163696
2023-03-12,3.725455083166112,3.7124061584472656,1.6278403997421265,-1.5222063064575195
2023-03-13,4.048990131616744,2.6372201442718506,1.6096737384796143,-1.5752753019332886
2023-03-14,3.9853376715047375,3.019465923309326,-0.0139082670211792,-1.457238793373108
2023-03-15,4.418572206793649,3.7267720699310303,1.760855793952942,-1.9773069620132446
2023-03-16,4.003573131585223,3.152378559112549,2.887300968170166,-0.5867948532104492
2023-03-17,4.606017908647394,3.1623950004577637,1.3601653575897217,-1.8605879545211792
2023-03-18,4.285058928065174,4.415893077850342,3.36942720413208,0.7497551441192627
2023-03-19,4.3199126986364815,4.020090103149414,1.4813991785049438,-1.7446471452713013
2023-03-20,4.5756068273796515,3.2735543251037598,2.1475839614868164,-1.4446431398391724
2023-03-21,4.230953806068424,3.7205142974853516,1.2806848287582397,-1.6926506757736206
2023-03-22,3.8700720769204633,5.017946243286133,1.941888689994812,-2.0771703720092773
2023-03-23,4.150262394923414,4.115523338317871,3.230254888534546,-0.38666823506355286
2023-03-24,4.200421177503406,3.6584622859954834,1.64903724193573,-1.9769645929336548
2023-03-25,4.337640124226186,4.22393274307251,3.8947155475616455,0.6586326360702515
2023-03-26,4.478482196374203,3.902946710586548,2.1915509700775146,-1.3548879623413086
2023-03-27,3.7506392736626304,2.8043479919433594,1.9884029626846313,-1.7630068063735962
2023-03-28,3.8047770567228474,3.921267509460449,0.9663455486297607,-0.6118533611297607
2023-03-29,3.707997600884837,4.1801347732543945,2.2248339653015137,-1.4988651275634766
2023-03-30,4.262256238033428,3.4547364711761475,3.510563611984253,0.1324680894613266
2023-03-31,3.8560512911653086,3.277160167694092,2.473737955093384,-1.3531579971313477
2023-04-01,3.721466710253396,4.3172736167907715,3.8445448875427246,1.104159951210022
2023-04-02,4.210078164159624,4.113325119018555,1.5048154592514038,-0.5316557884216309
2023-04-03,3.969532886244918,2.6399290561676025,2.2484683990478516,-0.5550194978713989
2023-04-04,3.9508329676537755,3.376816511154175,1.4186073541641235,-0.20333853363990784
2023-04-05,3.7176916850983903,3.8651340007781982,3.047921657562256,-0.4239219129085541
2023-04-06,3.966853928645625,3.9612374305725098,3.305140256881714,0.9040580987930298
2023-04-07,3.9415112235508722,3.5254197120666504,1.7317531108856201,-0.48434677720069885
2023-04-08,3.899086545108525,4.030055046081543,4.080530166625977,2.3652796745300293
2023-04-09,4.8280758724533115,3.6268227100372314,2.329371690750122,-0.46255919337272644
2023-04-10,5.4512258671649825,2.7535593509674072,2.7082653045654297,0.025325089693069458
2023-04-11,5.9768306389995045,3.7623841762542725,1.0602881908416748,-0.0196724534034729
2023-04-12,6.937619077189316,4.678239345550537,2.5548269748687744,0.10384927690029144
2023-04-13,6.953306742990281,4.885743141174316,3.6745011806488037,1.7200454473495483
2023-04-14,7.088409940094604,5.67199182510376,2.6067874431610107,-0.41362932324409485
2023-04-15,6.822576474357371,7.154745578765869,5.519896507263184,2.2651889324188232
2023-04-16,7.031905867254363,7.281174182891846,4.313939571380615,-0.10712617635726929
